ID,y
462,105.7624
464,104.441124
465,115.32289
467,117.01549
471,114.070915
472,78.86816
473,99.00401
475,94.09867
480,94.45279
488,111.61823
490,111.95703
491,104.91212
492,79.28179
493,94.593864
497,93.785164
498,112.83498
499,94.53468
500,104.39419
501,94.36885
502,116.61534
506,82.96051
510,111.52026
511,93.20744
512,93.39342
516,94.23
518,94.16409
519,112.70778
521,93.90495
522,115.802925
526,112.892525
529,94.0823
532,112.79502
533,94.385025
536,113.31871
537,104.59924
539,94.93762
540,104.97175
541,93.86358
543,94.57053
546,113.24734
547,93.56627
548,79.045364
551,93.51962
552,104.025276
556,103.04977
557,95.209305
558,112.94747
559,94.35329
560,104.38138
562,103.2883
566,94.355446
570,112.83498
571,93.77902
572,104.200836
573,94.36966
575,115.32289
576,113.014915
577,94.97632
579,93.85658
580,112.82033
581,111.92092
589,111.95703
591,103.19127
593,93.42747
594,104.84888
595,94.723495
598,93.51962
602,111.66496
604,113.50266
606,110.28914
608,93.279915
609,104.97175
610,94.50178
616,112.09484
617,94.9923
618,102.803444
620,104.600716
622,112.794044
623,92.33253
624,156.98546
626,113.060646
628,113.030754
629,94.64385
630,112.88123
637,94.224976
638,104.76329
643,95.939
645,94.45279
646,114.35983
648,95.903534
652,94.26397
653,93.77902
654,112.83498
656,113.36373
657,95.57509
659,94.8914
660,103.151
663,93.55405
664,113.30698
666,102.98877
668,111.81531
669,93.99949
671,94.77458
675,94.85869
677,93.500725
678,111.34599
679,102.41711
682,94.377335
685,103.15206
687,94.40812
688,94.19159
693,112.92329
696,93.73648
698,93.915634
701,96.99567
704,102.7798
705,115.558784
709,113.43748
710,94.45471
711,103.63192
712,94.48595
714,113.217415
715,94.84497
716,112.1433
717,95.20842
720,115.26655
721,93.62207
724,102.876816
725,93.98551
726,112.58202
728,112.097664
731,93.518074
734,104.177704
738,95.20842
745,110.2232
746,93.62069
751,79.723946
754,94.24563
756,94.10058
758,94.663925
759,112.52262
761,115.925995
766,94.87494
767,112.485
768,92.42444
769,112.99801
770,95.19013
771,79.46806
772,105.4895
773,93.6274
774,111.9971
776,112.968544
777,95.24076
780,116.54012
782,105.07953
787,103.4466
788,94.99348
792,92.40687
793,114.92198
798,96.27573
800,94.14542
806,112.1433
809,112.99161
811,112.85905
812,92.63847
814,115.50916
816,102.173096
817,94.46107
818,108.78126
820,110.81727
823,94.47663
829,93.909904
830,113.34468
831,92.75125
834,111.628075
839,94.30371
841,79.756546
844,105.04296
845,94.66889
848,93.70205
850,100.446014
851,104.0521
852,93.51404
854,93.580536
855,95.59642
856,101.262085
859,104.06687
861,111.9971
864,93.84923
865,111.90461
866,93.03798
867,93.86799
869,95.228546
871,92.013374
872,112.1433
882,102.15786
883,94.47663
885,94.69062
888,94.04924
893,112.1433
901,111.40185
903,105.0199
904,95.25585
905,103.94784
910,94.698395
911,110.60585
914,113.11373
918,112.37065
921,92.48683
928,94.678314
929,104.11741
932,95.14524
933,102.29865
934,94.698395
935,113.18036
937,78.38916
939,94.675476
940,103.420586
941,94.91935
942,103.38485
943,94.164
944,103.36322
947,112.1433
949,112.42929
951,111.02708
952,94.454666
953,105.0199
954,78.40953
957,112.975296
959,92.82917
960,113.519325
963,115.50916
965,112.1433
967,102.33588
971,94.94658
972,78.91659
973,94.174904
974,112.968544
975,94.248535
978,118.45234
980,113.45904
981,94.80826
984,113.42649
986,94.698395
988,92.42444
989,112.390976
990,105.36649
992,111.40185
996,93.90596
999,113.97235
1000,93.75519
1001,111.90461
1002,92.53933
1003,112.968544
1004,93.88638
1008,111.884155
1009,93.64551
1010,107.85026
1012,112.53221
1013,94.93663
1014,112.24325
1015,93.8445
1016,115.50916
1019,93.8445
1020,113.38513
1021,94.698395
1022,102.55521
1024,94.698395
1025,79.25236
1027,95.27718
1028,105.17612
1029,94.71642
1030,92.022675
1033,112.968544
1036,95.01235
1037,111.72653
1038,93.174675
1042,94.675476
1043,103.90704
1044,94.35067
1045,111.950584
1047,113.02135
1050,94.678314
1051,112.1433
1054,94.47663
1056,94.80826
1057,94.47663
1059,94.384224
1062,106.94416
1063,102.87109
1064,94.80826
1066,93.36978
1070,104.50214
1076,111.86833
1077,105.13238
1078,112.03759
1080,112.61448
1082,112.80714
1083,94.04924
1089,112.01887
1091,94.82508
1093,94.03715
1097,95.09103
1099,94.69734
1101,94.46079
1103,96.01489
1104,112.58048
1106,117.21868
1109,97.15588
1110,112.37784
1111,96.27873
1112,114.15914
1114,95.71562
1116,95.15398
1117,115.483444
1120,93.44125
1124,113.20542
1125,95.3514
1126,113.334656
1134,113.31
1137,94.79295
1138,113.69891
1144,112.46868
1145,95.82608
1146,94.507805
1148,96.01489
1150,93.92515
1152,104.809586
1153,94.78978
1154,106.441956
1155,95.64726
1157,94.37178
1162,96.65251
1165,112.719185
1166,96.652176
1167,103.4632
1168,95.034485
1169,104.92389
1171,116.31758
1172,95.750534
1173,104.92389
1174,94.88943
1176,95.40112
1177,104.68613
1178,94.69717
1182,112.432945
1186,94.94469
1187,115.449295
1188,96.892624
1189,117.53311
1191,110.32093
1192,96.65251
1197,112.97334
1198,94.524864
1200,79.34673
1201,94.31137
1203,96.06302
1209,115.690605
1214,104.381485
1218,111.69883
1222,95.521774
1226,97.7823
1228,96.87457
1230,95.63746
1232,80.03788
1233,98.39577
1236,113.85649
1238,94.73098
1241,112.46868
1244,107.4018
1246,95.83453
1247,113.293495
1250,113.7037
1251,96.212555
1254,112.1467
1255,94.640274
1256,111.85407
1257,94.86629
1258,96.35206
1259,112.528015
1260,94.75011
1263,112.37784
1267,79.79122
1268,112.782906
1271,96.65251
1272,111.89394
1274,106.48694
1275,96.65251
1276,112.43717
1277,93.4343
1279,94.507805
1281,94.65582
1282,96.892624
1283,114.98633
1285,113.51109
1286,96.16092
1289,113.66546
1296,113.004944
1299,93.894684
1301,94.473145
1306,94.19332
1307,94.83777
1308,94.1235
1313,112.43717
1314,94.62039
1315,112.37784
1316,92.87047
1317,111.89394
1319,93.74307
1323,94.94469
1324,103.54744
1325,94.74446
1328,104.175865
1329,94.96025
1330,112.50236
1331,95.02903
1332,105.1518
1337,96.21394
1338,112.26327
1339,96.115425
1340,113.44547
1343,113.22455
1347,104.93306
1348,93.89831
1349,105.99252
1352,93.99681
1354,95.18711
1359,112.960396
1360,94.790276
1363,112.13176
1364,93.55291
1365,104.67015
1366,94.84677
1372,93.862236
1375,104.4142
1376,93.833206
1378,93.50272
1379,113.28333
1380,94.790276
1381,106.114426
1384,112.134125
1387,94.33465
1388,113.34466
1392,80.006226
1394,104.69557
1395,94.19278
1396,112.13176
1398,94.18049
1399,112.13176
1400,93.50076
1401,95.329575
1403,94.44913
1404,111.53693
1406,112.13176
1407,94.02547
1408,112.13176
1410,78.12971
1412,112.13176
1413,94.64979
1415,94.219864
1420,112.13176
1422,111.237625
1423,110.23001
1424,112.13176
1425,94.809586
1426,78.12971
1427,94.98911
1429,92.065926
1430,112.35574
1431,95.15665
1432,104.31432
1434,112.978874
1437,94.352356
1438,104.68099
1440,112.520935
1441,112.73186
1442,94.60544
1444,112.475174
1445,94.219864
1446,104.78778
1448,94.06008
1453,95.81177
1454,112.13176
1455,93.977455
1456,111.22394
1458,112.13176
1459,93.40961
1461,94.68712
1465,94.33465
1466,111.38771
1469,94.790276
1472,95.81177
1474,93.31399
1477,111.91777
1479,111.93229
1482,94.77033
1483,76.99943
1487,93.525505
1488,112.55035
1490,113.985664
1492,111.54357
1494,119.98575
1496,104.85218
1497,95.25442
1499,95.01893
1502,93.8756
1507,113.00693
1508,93.99681
1509,111.48439
1511,95.966064
1512,110.93621
1513,116.01531
1514,103.74427
1518,114.04237
1519,93.65328
1522,112.99194
1524,78.71803
1527,94.60544
1529,94.61008
1532,104.09699
1536,114.76345
1537,117.420204
1539,105.663345
1542,112.10582
1543,93.833206
1544,103.78253
1545,79.35424
1550,93.833206
1551,112.038704
1554,102.5494
1556,106.37588
1559,96.31192
1560,78.47727
1562,94.54822
1566,93.74974
1567,113.08759
1569,103.60876
1570,113.85509
1571,113.80663
1574,93.99681
1578,105.16481
1580,92.922195
1583,112.04993
1584,93.99681
1585,111.19323
1586,94.49857
1587,113.09848
1588,93.39438
1590,115.821335
1592,102.87873
1596,112.0579
1598,110.3056
1599,94.02547
1604,114.068794
1606,102.64989
1607,94.64979
1608,102.54796
1609,116.53427
1611,94.516205
1613,94.72019
1616,94.55506
1619,111.55643
1620,94.33184
1621,114.04237
1622,94.022156
1625,110.89937
1627,116.53427
1629,112.59143
1634,93.21458
1636,93.213425
1638,103.198265
1639,94.16429
1641,94.98911
1643,94.19278
1644,105.06795
1645,119.98575
1646,93.629616
1647,102.5494
1648,94.24748
1652,92.922195
1653,112.895325
1656,99.65423
1658,94.02547
1659,112.13176
1661,94.01156
1663,94.64979
1664,113.24411
1665,93.977455
1666,106.37588
1667,101.04605
1668,79.2914
1669,103.082985
1670,94.17073
1672,113.121544
1674,111.208405
1677,112.55035
1678,94.32651
1679,113.02165
1680,95.03321
1683,106.219696
1686,105.48654
1687,111.237625
1689,113.09955
1690,94.32447
1691,116.4625
1692,112.59575
1693,93.99681
1695,94.26605
1696,95.81177
1697,112.13176
1700,106.37588
1701,92.90514
1702,113.09848
1703,93.77171
1704,112.565254
1706,94.3302
1707,114.13301
1708,94.35779
1710,94.4236
1711,105.230965
1713,105.571434
1717,104.678024
1719,105.16481
1720,93.71008
1722,94.84823
1725,102.901794
1726,94.80569
1727,104.36427
1729,111.72604
1730,92.958984
1731,112.80547
1733,106.37588
1734,94.59294
1735,111.237625
1738,94.72019
1742,93.6684
1745,111.208405
1747,92.90514
1749,94.97842
1751,94.35779
1752,79.34359
1753,101.74839
1754,94.56251
1755,95.03476
1756,105.31437
1758,113.18106
1759,94.60301
1760,105.17791
1761,114.02383
1762,95.88635
1763,111.768555
1764,87.20512
1766,95.795296
1768,94.83519
1769,78.65361
1771,113.19633
1772,94.2351
1773,105.82887
1774,95.36778
1775,112.20341
1777,113.506516
1779,94.60301
1780,106.57562
1787,93.77171
1788,94.166725
1790,94.334724
1796,113.71315
1801,94.1455
1803,94.36196
1807,113.69009
1809,114.50865
1812,94.64771
1813,113.79273
1814,95.38866
1815,114.930984
1816,96.745766
1818,95.09648
1820,94.82027
1821,112.46827
1822,94.89398
1825,93.51029
1826,105.85652
1828,94.35779
1831,104.37418
1836,114.44483
1837,94.523865
1841,93.939545
1844,103.867744
1848,94.531784
1851,106.2889
1852,93.806335
1853,94.86165
1854,112.848495
1856,93.428635
1859,114.50865
1860,94.2429
1861,79.35318
1863,106.38783
1865,94.80616
1866,106.28958
1867,96.12298
1868,93.77171
1872,94.85825
1879,95.106285
1880,105.8802
1882,93.60114
1885,106.84525
1887,104.653786
1888,94.242424
1890,113.65805
1894,94.72019
1895,103.94108
1896,94.734146
1897,115.63971
1900,113.65396
1901,96.93748
1902,113.87265
1905,94.61359
1906,110.63053
1912,105.7673
1915,94.718445
1916,105.537506
1917,94.28431
1918,105.83346
1920,78.676315
1923,93.76139
1924,103.7648
1925,94.78262
1930,116.53427
1932,112.75732
1933,94.00358
1934,112.84003
1935,96.93748
1940,78.12971
1941,93.354675
1942,114.24266
1943,96.09542
1944,94.43769
1945,111.607765
1948,117.420204
1949,95.782845
1952,93.79382
1954,94.62237
1955,112.75732
1958,96.34498
1959,78.878395
1960,111.768555
1963,94.89398
1965,94.16027
1968,107.01181
1969,93.55291
1971,94.67081
1972,113.46073
1973,94.3451
1975,94.032036
1977,95.1281
1978,96.83569
1979,112.27751
1981,93.94479
1982,113.58137
1987,115.28247
1988,93.74974
1993,96.64773
1997,93.57264
1999,94.35779
2001,94.72019
2002,110.78169
2003,95.78654
2004,80.2282
2006,112.60534
2007,96.8936
2009,106.26864
2010,95.473785
2013,97.03247
2018,78.436485
2022,104.56059
2024,110.56125
2025,95.15554
2026,106.49202
2030,106.864
2031,94.56709
2032,105.7673
2033,94.64045
2035,93.04434
2036,112.59445
2037,94.52823
2040,94.72019
2043,113.99638
2044,106.31893
2046,103.19534
2054,111.37305
2055,94.55368
2056,106.57562
2059,94.82
2060,96.93748
2062,96.14696
2063,111.76961
2066,94.72019
2067,112.26866
2072,97.414734
2073,114.13445
2074,95.85526
2075,116.88357
2076,94.3964
2080,95.15425
2082,96.93748
2085,111.98657
2087,111.019394
2091,113.04732
2092,95.0379
2093,106.57562
2098,93.524826
2101,111.768555
2102,95.09648
2103,78.12971
2105,106.28958
2106,94.60301
2107,117.304886
2110,94.62112
2114,96.92993
2115,114.27031
2117,78.32926
2118,94.86148
2119,105.05302
2120,94.3093
2122,94.99067
2123,113.51658
2126,94.64034
2127,104.692856
2128,93.939545
2129,112.20896
2132,95.91288
2135,105.41334
2138,94.82627
2139,116.53427
2141,111.21526
2142,94.7708
2146,93.8082
2151,113.19068
2157,103.24601
2159,115.64564
2162,93.73102
2164,117.430695
2167,93.24529
2168,111.08176
2171,92.164566
2173,93.82924
2174,103.658585
2175,93.33871
2178,92.87986
2180,94.50418
2185,112.623985
2189,93.884094
2190,110.73443
2192,102.201355
2194,110.00834
2200,111.999405
2201,93.94786
2203,111.36188
2204,93.94786
2205,112.07733
2209,110.55672
2213,103.53653
2214,93.45589
2215,113.27317
2216,93.94786
2218,92.97609
2219,104.436295
2220,94.203285
2222,92.59324
2223,111.427284
2225,112.543915
2226,93.85932
2230,93.46665
2233,110.87937
2234,111.879486
2235,93.94786
2236,78.56682
2237,93.03604
2240,111.285835
2241,93.73514
2248,104.11477
2249,94.52042
2250,111.19744
2252,112.128555
2253,94.63435
2254,112.46319
2256,78.23366
2258,93.39145
2259,110.76344
2262,94.50418
2265,94.10592
2266,103.25626
2269,93.06756
2271,94.3401
2273,93.63051
2274,111.12695
2275,93.94786
2277,93.45589
2279,93.94786
2280,77.85294
2282,94.50418
2283,102.55357
2288,92.55265
2289,111.602516
2291,93.66779
2292,118.06817
2297,94.23375
2298,103.96135
2299,95.504974
2300,113.17925
2301,93.28836
2304,93.68832
2305,106.174515
2306,94.50418
2308,93.44662
2309,113.76977
2311,104.819916
2312,102.917496
2316,102.68663
2321,103.96135
2322,111.04208
2325,103.12759
2326,93.158646
2329,118.06817
2330,93.45589
2331,104.11367
2332,110.76489
2333,94.50418
2334,102.35722
2335,110.5896
2337,111.879486
2338,93.028015
2340,110.76489
2342,95.37122
2345,93.970505
2349,97.02986
2351,77.45449
2352,93.69086
2354,111.63676
2355,112.59379
2357,112.543915
2358,94.59295
2360,93.46285
2361,111.63676
2364,93.59794
2366,96.16885
2369,101.78087
2370,94.21928
2371,110.76489
2373,113.61049
2374,93.70097
2376,112.74141
2378,111.572464
2382,94.29551
2383,93.72075
2386,102.75877
2387,94.53032
2389,93.275635
2390,111.397
2392,92.1734
2398,110.76489
2399,93.69086
2400,96.05442
2401,111.7445
2402,93.56297
2404,93.537575
2407,111.60073
2408,110.047066
2409,111.88795
2412,78.51043
2413,93.82221
2415,93.478264
2420,110.70502
2422,93.17104
2423,102.33218
2426,94.477165
2432,93.65555
2434,92.31566
2435,93.3061
2436,112.04453
2438,111.21005
2440,113.77046
2443,93.46665
2444,94.80374
2447,104.11477
2450,94.22568
2454,93.63276
2455,111.548546
2459,94.50418
2460,111.39033
2463,93.02641
2465,93.79129
2468,77.704926
2469,93.978325
2474,92.84988
2478,92.088844
2480,95.058525
2481,111.285835
2489,94.50418
2490,103.92524
2492,94.736
2496,94.50418
2497,112.72265
2500,93.73934
2505,94.50418
2507,92.30029
2508,112.07733
2509,93.81484
2510,79.45743
2513,92.85297
2515,94.50418
2518,93.72075
2519,110.878746
2520,93.72075
2521,113.77293
2523,110.74788
2525,93.549904
2529,111.97033
2530,93.978325
2533,112.53993
2535,93.41465
2538,103.94754
2544,111.45781
2553,112.60092
2556,93.33871
2558,93.18697
2559,117.44547
2560,93.48635
2561,112.19981
2562,93.97157
2563,111.90356
2564,92.34612
2565,110.87937
2567,103.83119
2572,93.8663
2575,93.71628
2576,112.74141
2577,92.80898
2578,93.73102
2579,110.93848
2580,92.313705
2582,112.415955
2583,93.65388
2587,93.03667
2589,112.283875
2590,94.31485
2591,111.97033
2594,93.311295
2597,94.32732
2598,104.23341
2599,93.98006
2600,101.5349
2602,111.426994
2603,93.8663
2604,103.81172
2606,111.27514
2607,78.3351
2608,96.05442
2613,112.07733
2614,94.36807
2615,112.1271
2617,113.04859
2620,93.50847
2623,114.179184
2624,93.34879
2627,112.07733
2629,78.3351
2630,93.041885
2632,93.400986
2636,93.737495
2639,93.19223
2640,105.67116
2642,111.97033
2644,104.23341
2646,111.89725
2647,93.737495
2649,94.18175
2650,104.30372
2652,105.46339
2653,101.767136
2655,106.231285
2657,110.76489
2659,111.54593
2662,93.72075
2663,111.285835
2664,93.32551
2665,102.98077
2670,93.13092
2671,103.71712
2672,93.98338
2675,105.46339
2677,111.43295
2679,112.02333
2683,112.268845
2684,94.30842
2685,94.16116
2688,104.878654
2689,94.16451
2690,101.473526
2693,92.43455
2694,111.99536
2697,95.128784
2699,93.575966
2703,93.29677
2705,103.49565
2709,79.621506
2710,92.5634
2711,115.3947
2712,92.33198
2713,93.91577
2714,112.67308
2715,92.019104
2717,92.80448
2718,112.14555
2720,112.15612
2721,93.69755
2726,94.17741
2728,93.02868
2731,102.77684
2732,111.63676
2734,94.59295
2736,104.21035
2737,94.046646
2738,102.471245
2739,115.64564
2746,92.97609
2749,102.201355
2751,121.46464
2752,103.04468
2753,93.57097
2757,103.92524
2758,94.66162
2759,111.35335
2760,93.17516
2762,112.27384
2764,93.69351
2765,111.040504
2769,112.2529
2771,111.87916
2774,95.05625
2776,92.94063
2777,113.209236
2778,94.736
2779,115.28456
2782,92.28771
2784,93.45824
2787,93.123436
2789,94.013794
2792,94.94697
2798,94.22568
2799,104.20295
2800,94.25082
2801,80.48248
2802,93.33072
2804,93.159225
2807,104.11477
2808,93.47133
2809,113.29785
2811,115.93717
2812,93.84229
2814,92.16524
2816,93.467186
2817,110.84782
2818,109.31919
2820,111.47954
2821,79.39465
2822,93.625404
2823,104.4638
2824,93.72061
2826,95.42964
2829,95.0215
2834,93.72787
2835,78.60417
2838,94.77589
2839,110.64177
2840,92.59835
2841,108.98858
2842,94.50418
2846,112.295616
2848,93.80506
2849,91.4524
2850,112.67308
2851,93.73102
2853,93.70987
2854,111.97033
2858,131.10194
2861,92.96886
2864,94.736
2865,111.285835
2866,110.945076
2867,91.79523
2868,113.28791
2870,113.53597
2877,93.67476
2878,112.07733
2880,112.74141
2882,78.012665
2883,94.41134
2884,103.35096
2885,93.197876
2887,94.50418
2888,111.76446
2889,93.73594
2890,104.23341
2891,104.789444
2892,117.06313
2893,95.16674
2898,113.82166
2899,92.52747
2900,112.25917
2901,95.10373
2909,94.23375
2910,113.15503
2911,110.08284
2913,110.82289
2914,93.48068
2918,94.51422
2919,110.40457
2920,93.71291
2921,112.07733
2922,94.278175
2923,102.30169
2925,112.46801
2926,92.313705
2927,111.97033
2929,113.6853
2933,93.00597
2934,112.63855
2936,111.5686
2941,103.149414
2942,92.83871
2943,111.42899
2945,102.94536
2950,93.398186
2951,112.05268
2953,114.91748
2954,94.14568
2955,103.10029
2956,94.957146
2960,94.956764
2962,95.96081
2963,105.071556
2964,106.20454
2966,78.019485
2967,95.44093
2968,112.747505
2969,93.39143
2971,93.78185
2972,94.76571
2974,94.56363
2975,113.43015
2977,119.93072
2980,112.07626
2981,94.95039
2983,94.63984
2984,104.436325
2985,117.535355
2986,104.59658
2987,94.76571
2989,93.74958
2990,111.21702
2991,93.4576
2992,78.22968
2995,95.55135
2996,102.68328
3002,112.24809
3004,114.89301
3005,117.535355
3006,94.78984
3010,94.51019
3011,105.393074
3014,92.76954
3015,94.128586
3016,94.324
3017,114.9507
3018,93.83603
3021,103.021935
3024,104.68335
3028,93.418106
3030,95.10173
3032,93.52849
3039,94.05356
3040,105.00959
3041,97.662636
3043,94.22493
3044,113.46155
3046,109.732895
3055,93.41397
3056,112.28205
3058,94.24241
3059,109.51597
3061,117.36517
3063,104.3973
3066,91.903984
3067,104.68335
3068,78.043304
3069,93.9672
3072,115.98677
3073,113.06651
3074,94.33275
3077,93.535965
3082,95.610344
3084,95.55135
3085,112.008644
3088,104.61644
3091,93.33742
3092,114.191895
3093,97.70234
3094,102.90664
3096,112.15944
3097,92.64866
3098,78.32517
3102,116.05869
3106,94.327774
3109,94.20495
3111,91.86074
3112,117.535355
3113,93.9672
3115,96.617836
3116,111.648056
3117,95.11931
3121,113.45175
3122,92.72023
3123,94.30276
3124,104.43225
3125,94.324
3126,102.91833
3127,116.40747
3129,94.18878
3130,113.525826
3132,104.259895
3134,107.661514
3135,95.31437
3137,78.94791
3138,92.826805
3140,95.881546
3144,113.225555
3145,94.771286
3146,112.463066
3147,94.66064
3148,104.2965
3149,103.11875
3150,113.41012
3151,94.584816
3152,93.04959
3155,97.33488
3156,113.17368
3159,93.39042
3161,94.24259
3162,105.44353
3163,94.67642
3165,102.487015
3172,94.015495
3173,128.73157
3176,94.86012
3177,103.89765
3179,113.43015
3183,93.069885
3186,94.41724
3187,104.39608
3189,111.22667
3190,95.49929
3192,116.40747
3193,94.015495
3194,111.97726
3197,93.9491
3198,94.12557
3200,94.81524
3201,118.950294
3202,94.12557
3204,94.69183
3205,93.7899
3206,112.882545
3208,103.234535
3210,103.14062
3211,93.54367
3212,117.36517
3213,93.28402
3214,109.64594
3216,104.61644
3219,95.01202
3220,111.62022
3221,93.9672
3226,105.4819
3227,95.30193
3228,110.63561
3229,96.39506
3232,77.70578
3233,94.42569
3234,94.177666
3236,94.0096
3238,112.627754
3239,111.074524
3240,92.90858
3247,111.98754
3249,104.38925
3252,115.70073
3253,95.59842
3254,103.54838
3255,93.26501
3256,113.21786
3257,95.48664
3262,94.440254
3263,106.20454
3264,94.957146
3266,112.26299
3267,94.485466
3269,93.58521
3272,117.535355
3274,93.9491
3275,102.90181
3277,94.14568
3279,95.67254
3280,105.94826
3283,95.22166
3285,94.69183
3287,93.935646
3288,104.68335
3290,104.38811
3291,93.54061
3298,112.23968
3299,94.24029
3302,110.71999
3303,96.21301
3304,103.002716
3307,93.532585
3309,93.49683
3314,78.043304
3316,113.15078
3317,95.00788
3319,94.98856
3320,112.31272
3321,94.18787
3322,103.19518
3324,93.76611
3326,95.24765
3329,109.732895
3330,92.64866
3331,112.57337
3335,117.36517
3337,93.720345
3338,103.47416
3339,94.92063
3340,111.82474
3341,94.34012
3343,93.999954
3346,92.964516
3348,93.66301
3351,104.68335
3352,117.535355
3355,93.60037
3356,113.37268
3358,105.01706
3359,93.77798
3360,112.157524
3371,113.08435
3372,93.990265
3374,95.224594
3377,111.56548
3378,92.78939
3380,105.03656
3382,94.3611
3386,94.12557
3389,112.98283
3391,103.10859
3393,93.8851
3394,103.92565
3395,94.426704
3397,112.73476
3398,94.383095
3399,79.787766
3400,94.49537
3404,105.03656
3407,112.81379
3409,104.73564
3419,94.14568
3421,94.64458
3425,94.706635
3427,79.60225
3428,117.535355
3429,114.30644
3431,92.64134
3435,94.041824
3436,113.43015
3439,95.93752
3441,95.832825
3442,117.535355
3443,94.440254
3444,102.84406
3445,94.053955
3446,111.963486
3449,96.14058
3453,93.50535
3457,93.29607
3460,104.68335
3461,93.96825
3462,95.64043
3464,105.218475
3465,78.35092
3466,94.49537
3467,105.18736
3468,93.661385
3469,103.995544
3470,103.447426
3472,112.627754
3473,93.934044
3475,93.35445
3476,113.07706
3478,106.76943
3479,94.63068
3483,93.51761
3484,104.50668
3485,95.33778
3487,94.0534
3488,112.50965
3496,111.75893
3497,93.406136
3499,95.101616
3500,78.82929
3501,94.27969
3504,94.55089
3508,105.468605
3511,94.54555
3512,113.7171
3515,94.98595
3517,94.053955
3518,104.18784
3526,112.73044
3528,141.11177
3529,94.86961
3530,112.73525
3531,95.0967
3532,111.19801
3533,94.24156
3534,93.9672
3535,78.373985
3536,94.54174
3537,112.539444
3538,93.66278
3539,110.34197
3540,103.332405
3545,112.926025
3546,93.77345
3550,103.59087
3551,93.688614
3553,94.18609
3554,104.68335
3557,93.54061
3558,112.48455
3559,96.14058
3561,94.724365
3562,112.73476
3563,94.706505
3564,104.68335
3565,94.053955
3567,94.116776
3571,104.68335
3572,94.588356
3574,93.542435
3576,93.84328
3577,112.562225
3578,94.19245
3579,93.84328
3583,94.3056
3585,94.57012
3586,104.95077
3587,113.03256
3593,93.73204
3594,108.60654
3595,94.05356
3599,94.61782
3600,104.066055
3601,112.627754
3602,96.14058
3604,94.47654
3609,118.950294
3610,112.72628
